Fecha de diagnóstico,BMW,Casos,Muertes,Mov Residencial,Mov trabajo,Mov estaciones
2021-03-22,24.0,67.42857142857143,2.0,16.333333333333332,-63.333333333333336,-8.666666666666666
2021-03-23,293.0,69.42857142857143,1.0,7.333333333333333,-10.0,5.666666666666667
2021-03-24,211.0,71.85714285714286,4.0,8.666666666666666,-12.0,6.0
2021-03-25,248.0,73.57142857142857,4.0,8.333333333333334,-13.333333333333334,8.0
2021-03-26,192.0,79.0,4.0,7.333333333333333,-6.333333333333333,14.0
2021-03-27,134.0,78.57142857142857,2.0,4.666666666666667,3.6666666666666665,13.0
2021-03-28,0.0,78.28571428571429,3.0,5.0,9.0,5.666666666666667
2021-03-29,178.0,91.85714285714286,4.0,7.666666666666667,-15.666666666666666,14.0
2021-03-30,225.0,98.42857142857143,7.0,6.0,-14.0,13.333333333333334
2021-03-31,235.0,102.71428571428571,7.0,3.3333333333333335,-17.666666666666668,36.333333333333336
2021-04-01,20.0,98.71428571428571,5.0,16.666666666666668,-64.33333333333333,-17.333333333333332
2021-04-02,0.0,90.71428571428571,0.0,26.0,-73.66666666666667,-47.333333333333336
2021-04-03,157.0,102.42857142857143,7.0,7.0,-26.333333333333332,0.0
2021-04-04,0.0,99.85714285714286,3.0,3.0,-0.6666666666666666,13.0
2021-04-05,202.0,103.57142857142857,4.0,8.0,-13.333333333333334,17.333333333333332
2021-04-06,224.0,104.85714285714286,2.0,8.333333333333334,-10.333333333333334,14.0
2021-04-07,217.0,119.28571428571429,7.0,9.0,-13.333333333333334,18.333333333333332
2021-04-08,267.0,139.85714285714286,9.0,9.333333333333334,-13.0,9.666666666666666
2021-04-09,249.0,172.71428571428572,10.0,9.0,-7.0,8.666666666666666
2021-04-10,194.0,178.28571428571428,2.0,4.333333333333333,4.333333333333333,13.0
2021-04-11,0.0,201.42857142857142,4.0,5.666666666666667,4.0,3.3333333333333335
2021-04-12,214.0,221.14285714285714,8.0,10.0,-11.666666666666666,7.0
2021-04-13,251.0,242.85714285714286,5.0,9.333333333333334,-10.0,7.666666666666667
2021-04-14,223.0,248.42857142857142,14.0,9.666666666666666,-11.333333333333334,11.666666666666666
2021-04-15,227.0,260.14285714285717,11.0,9.333333333333334,-12.0,8.0
